,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERROR",,,,,,,,,,,,,"Carlos"
,,,,,,,,"Nota De Envio","0",,,,"Pedido tomado :",,,,,"Nro. Bultos:",,,,"0",,,,,"7186",,,"AncientWisdom.biz",,"http://www.ancientwisdom.biz/pics/",,,,,,,"DELIVERY NOTE","David"
,,,,,,,,"Costa Import S.L. Pol. Ind. Perez Texeira, C/ Leda, Nave 8-10, CP: 29006  Málaga",,,,,"Comprobado: Empaquetado:",,,,,"Peso:",,,,,,,,,"ERROR",,,,,,,,,,,,"DELIVERY NOTE","Valeria",,,,,,,,,,,,
,"Instrucciones",,,,,,,"CIF / IVA : ES B-92544691",,,,,,,,,,"Peso aprox.",,"289.4196",,,,,,,,,,,,,,,,,,,,"Jesus"
,,,,,,,,"Cliente","Hecho por:","    Nro. cliente",,,"   Pedido Nro","Order Date",,"Fecha Ped.",,,"Order Date",,"Order Date","Today is",,,,,,,,,,,,,,,,,,"Dany",,,,,,,,,"REQ. REGALO BIENVENIDA",,
,,"Carriage",,"Forma de Pago",,,,"Nombre de la Empresa","0","0",,"20200",,,"","41788",,,"Invoice Date",,,"41888",,,,,,,,,,,,,,,,,"SAMPLE ORDER","Lucia"
,,"113.373644",,"0",,,,"Dirección",,"Instrucciones Especiales",,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,"Borja"
,"+","0.0733932391598717",,"0",,,,"0",,"0",,,,,,"Cargo Min.",,"Sub Total",,"1544.74234",,"Adj Sord","Plus Balear","1",,,,,"Coste de Transporte Aprox",,"1",,,,,,,,,"Trini"
,"25.725","Pcont","0","Pedido Estandar",,,,"Dirección",,,,,,,,"S/C",,"IVA",,"324.3958914",,,"0","1",,,"Apr-02","15","Coste Base","6.3500048828125",,,,,,,,,,
,"27.0725","1431.368696","0","(Mirar Abajo)",,,,"Ciudad",,"C.I.F. / N.I.F.",,,,,,"0",," ",,"0",,"0","0",,,,,,"Cost per KG","0.390000305175781",,,,,,,,,,,,"Internet"
,"o","0.926606760840128",,,,,,"Código Postal",,"noCif",,,,,,"Portes",," ",,"0",,"Adj Carriage",,,,,,,,"1",,,,,,,,,,
,,,,,,,,,,,,,,,,"gratis",,"A pagar",,"1869.1382314",,,"Gratis",,,,,,,,,,,,,,,,,
,,,,,,,,"Pais",,,,,,,,"0",,"PD: No es su factura",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"0",,"Total Unids.",,,,,,"Precio Neto",,"Valor Venta Publico",,,,,"Credit","Retail Value",,,,"%Bcio","coste prod.","113.373644","Total lost",,,"Test Add","test2",,,,,
,,,,,,,,"Ciudad",,"118","0","0","0","118",,"1544.74234",,"3227.1524",,,,,"Order No","3227.1524",,,,,,"289.4196","Order Value",,,"2","1","1",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Retailers","List","order",,"Referencia","W","Unid.","Descripcion","Coste","Pedido","Repitan","Prod'tn","Abono","Total",,"Valor ",,"PVP",,,,"Apx Weight","289.4196",,"Sales V/unit","Cost","Margin%",,"Weight KGs","Total weight","0","value",,,"790.587","25.725","27.0725",,,
"0","Velas de Iglesia metalicas",,"0","0","CcvM",,,"Velas de Iglesia Metálicas","Total No:","0",,,,,,,,,,,,,,"0",,,,"0",,,,,,,"0","0","0","0","0",,
"29.45001953125","0.42","90 hours","0","Ceras roura","CcvM-01",,"2","Vela Iglesia Bougie 200*60 Oro","7.1500048828125",,,,,"0",,"0",,"7.15",,,,,"Ceras roura","0","3.575","1.95500122070313","0.453146853146853","0","0.247","0","0",,,,"0","0","0","0","0",,,,"11.0825"
"12.090009765625","0.42","65 hours","0","Ceras roura","CcvM-02",,"2","Vela Iglesia Bougie 150*60 Oro","5.75",,,,,"0",,"0",,"5.75",,,,,"Ceras roura","0","2.875","1.5507","0.460626086956522","0","1.102","0","0",,,,"0","0","0","0","0",,,,"8.9125"
"12.090009765625","0.42","45 hours","0","Ceras roura","CcvM-03",,"2","Vela Iglesia Bougie 100*60 Oro","4.45000244140625",,,,,"0",,"0",,"4.45",,,,,"Ceras roura","0","2.225","1.204","0.458876404494382","0","0.480000305175781","0","0",,,,"0","0","0","0","0",,,,"6.8975"
"13.950009765625","0.42","90 hours","0","Ceras roura","CcvM-04",,"2","Vela Iglesia Bougie 200*60 Plata","7.1500048828125",,,,,"0",,"0",,"7.15",,,,,"Ceras roura","0","3.575","1.95500122070313","0.453146853146853","0","0.349","0","0",,,,"0","0","0","0","0",,,,"11.0825"
"8.0600048828125","0.42","65 hours","0","Ceras roura","CcvM-05",,"2","Vela Iglesia Bougie 150*60 Plata","5.75",,,,,"0",,"0",,"5.75",,,,,"Ceras roura","0","2.875","1.5507","0.460626086956522","0","0.339","0","0",,,,"0","0","0","0","0",,,,"8.9125"
"7.4400048828125","0.42","45 hours","0","Ceras roura","CcvM-06",,"2","Vela Iglesia Bougie 100*60 Plata","4.45000244140625",,,,,"0",,"0",,"4.45",,,,,"Ceras roura","0","2.225","1.204","0.458876404494382","0","0.248","0","0",,,,"0","0","0","0","0",,,,"6.8975"
"12.090009765625","0.42","65 hours","0","Ceras roura","CcvM-07",,"2","Vela Iglesia Bougie 150*60 Rojo","5",,,,,"0",,"0",,"5",,,,,"Ceras roura","0","2.5","1.375","0.45","0","0.480000305175781","0","0",,,,"0","0","0","0","0",,,,"7.75"
"13.950009765625","0.42","90 hours","0","Ceras roura","CcvM-08",,"2","Vela Iglesia Bougie 200*60 Rojo","6.8500048828125",,,,,"0",,"0",,"6.85",,,,,"Ceras roura","0","3.425","1.881","0.450802919708029","0","0.349","0","0",,,,"0","0","0","0","0",,,,"10.6175"
"8.0600048828125","0.42","65 hours","0","Ceras roura","CcvM-09",,"2","Vela Iglesia Bougie 150*60 Verde","5",,,,,"0",,"0",,"5",,,,,"Ceras roura","0","2.5","1.375","0.45","0","0.339","0","0",,,,"0","0","0","0","0",,,,"7.75"
"7.4400048828125","0.42","90 hours","0","Ceras roura","CcvM-10",,"2","Vela Iglesia Bougie 200*60 Verde","6.8500048828125",,,,,"0",,"0",,"6.85",,,,,"Ceras roura","0","3.425","1.881","0.450802919708029","0","0.248","0","0",,,,"0","0","0","0","0",,,,"10.6175"
"8.0600048828125","0.42",,"0","Ceras roura","CcvM-mix oro",,"3","Vela Iglesia 200*60,150*60,100*60 oro","8.6750048828125",,,,,"0",,"0",,"5.78333333333333",,,,,"Ceras roura","0","2.89166666666667","1.57000122070313","0.457060518731988","0","0.339","0","0",,,,"0","0","0","0","0",,,,"13.44625"
"7.4400048828125","0.42",,"0","Ceras roura","CcvM-mix plata",,"3","Vela Iglesia 200*60,150*60,100*60 plata","8.6750048828125",,,,,"0",,"0",,"5.78333333333333",,,,,"Ceras roura","0","2.89166666666667","1.57000122070313","0.457060518731988","0","0.248","0","0",,,,"0","0","0","0","0",,,,"13.44625"
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"0",,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"0",,,,"0","0","0","0","0",,
"0","Velascitronela",,"0","0","VRC",,,"Velas Citronela","Total No:","0",,,,,,,,,,,,,,"0",,,,"0",,,,,,,"0","0","0","0","0",,
"29.45001953125","0.42",,"0","Ceras roura","VRC-01",,"12","Velas Macetas Terracota 60x75mm","12.950009765625",,,,,"0",,"0",,"2.15833333333333",,,,,"Ceras roura","0","1.07916666666667","0.605000305175781","0.439382239382239","0","0.125","0","0",,,,"0","0","0","0","0",,,,"20.0725"
"12.090009765625","0.42",,"0","Ceras roura","VRC-02",,"12","Velas Macetas Corazones 60x75mm","12.950009765625",,,,,"0",,"0",,"2.15833333333333",,,,,"Ceras roura","0","1.07916666666667","0.615000305175781","0.43011583011583","0","0.125","0","0",,,,"0","0","0","0","0",,,,"20.0725"
"12.090009765625","0.42",,"0","Ceras roura","VRC-03",,"12","Velas Antimosquito Surtidas 90x62mm","11.25",,,,,"0",,"0",,"1.875",,,,,"Ceras roura","0","0.9375","0.522","0.4432","0","0.125","0","0",,,,"0","0","0","0","0",,,,"17.4375"
"13.950009765625","0.42",,"0","Ceras roura","VRC-04",,"12","Velas Antimosquito Surtidas 55x57mm","6.9500048828125",,,,,"0",,"0",,"1.15833333333333",,,,,"Ceras roura","0","0.579166666666667","0.320000305175781","0.447482014388489","0","0.125","0","0",,,,"0","0","0","0","0",,,,"10.7725"
"13.950009765625","0.42",,"0","Ceras roura","VRC-05",,"12","Velas vaso cristal satinado 83x70mm","16.990009765625",,,,,"0",,"0",,"2.83166666666667",,,,,"Ceras roura","0","1.41583333333333","0.808","0.429311359623308","0","0.125","0","0",,,,"0","0","0","0","0",,,,"26.3345"
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"0",,,,"0","0","0","0","0",,
,"Velas cumpleaños",,"0","0","VN",,,"Velitas aniversario","Total No:","0",,,,,,,,,,,,,,"0",,,,"0",,,,,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-00",,"12","Vela numero 0","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-01",,"12","Vela numero 1","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-02",,"12","Vela numero 2","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-03",,"12","Vela numero 3","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-04",,"12","Vela numero 4","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-05",,"12","Vela numero 5","2.90000244140625",,,,,,,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4",,"0.016",,"0",,,,,,,,,,
,"0.439333333333333",,"0","Ceras roura","VN-06",,"12","Vela numero 6","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-07",,"12","Vela numero 7","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-08",,"12","Vela numero 8","2.90000244140625",,,,,"0",,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4","0","0.016","0","0",,,,"0","0","0","0","0",,
,"0.439333333333333",,"0","Ceras roura","VN-09",,"12","Vela numero 9","2.90000244140625",,,,,,,"0",,"0.5",,,,,"Ceras roura","0","0.241666666666667","0.145000076293945","0.4",,"0.016",,"0",,,,,,,,,,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"0",,,,"0","0","0","0","0",,
," velas aromáticas de cena",,"0","0","DCR",,,"Velas Aromáticas de Candelabro","Total No:","0",,,,,,,,,,,,,,"0",,,,"0",,,,,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-01",,"6","pack de 2 velas aromáticas Algodón","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-02",,"6","pack de 2 velas aromáticas Aloe vera","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-03",,"6","pack de 2 velas aromáticas Canela","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-04",,"6","pack de 2 velas aromáticas Fresa","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-05",,"6","pack de 2 velas aromáticas Frutas del Bosque","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-06",,"6","pack de 2 velas aromáticas Lavanda","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-07",,"6","pack de 2 velas aromáticas Limon","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-08",,"6","pack de 2 velas aromáticas Manzana","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-09",,"6","pack de 2 velas aromáticas Melocotón","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-10",,"6","pack de 2 velas aromáticas Mora","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-11",,"6","pack de 2 velas aromáticas Naranja","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-12",,"6","pack de 2 velas aromáticas Oceano","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-13",,"6","pack de 2 velas aromáticas Petalos de rosa","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-14",,"6","pack de 2 velas aromáticas Te verde","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-15",,"6","pack de 2 velas aromáticas Tropical","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.408163265306123",,"0","0","DCR-16",,"6","pack de 2 velas aromáticas Vainilla","7.5",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.25","0.7007","0.43944","0","0.107","0","0",,,,"0","0","0","0","0",,
,"0.431836734693878",,"0","0","DCR-ST",,"96","expositor de192 velas de cena aromaticas","115.200078125",,,,,"0",,"0",,"2.45000122070312",,,,,,"0","1.2","0.746","0.378333333333333","0","0.107","0","0",,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"0","0","0","0","0",,
," velas Hallowen",,"0","0","GothicC-",,,"Velas Hallowen","Total No:","0",,,,,,,,,,,,,,"0",,,,"0",,,,,,,"0","0","0","0","0",,
,"0.469457364341085",,"0","0","GothicC-01",,"6","Vela Hallowen - Pila de caravelas","17.700009765625",,,,,"0",,"0",,"6.4500048828125",,,,,,"0","2.95","0.980000610351562","0.667796610169492","0",,"0","0",,,,"0","0","0","0","0",,
,"0.464466666666667",,"0","0","GothicC-02",,"6","Vela Hallowen - Fantasma de la muerte","13.850009765625",,,,,"0",,"0",,"5",,,,,,"0","2.30833333333333","0.770000610351563","0.666425992779783","0",,"0","0",,,,"0","0","0","0","0",,
,"0.465490196078431",,"0","0","GothicC-03",,"6","Vela Hallowen - Dedos moribundos","14.100009765625",,,,,"0",,"0",,"5.10000244140625",,,,,,"0","2.35","0.780000610351563","0.668085106382979","0",,"0","0",,,,"0","0","0","0","0",,
,"0.468333333333333",,"0","0","GothicC-04",,"6","Vela Hallowen - Lápida RIP","6.6000048828125",,,,,"0",,"0",,"2.40000122070313",,,,,,"0","1.1","0.370000305175781","0.663636363636364","0",,"0","0",,,,"0","0","0","0","0",,
,"0.462533333333333",,"0","0","GothicC-05",,"6","Vela Hallowen - Monumento RIP","8.3400048828125",,,,,"0",,"0",,"3",,,,,,"0","1.39","0.460000305175781","0.669064748201439","0",,"0","0",,,,"0","0","0","0","0",,
,"0.465490196078431",,"0","0","GothicC-06",,"6","Vela Hallowen - Espectro en tumba","14.100009765625",,,,,"0",,"0",,"5.10000244140625",,,,,,"0","2.35","0.780000610351563","0.668085106382979","0",,"0","0",,,,"0","0","0","0","0",,
,"0.471555555555556",,"0","0","GothicC-07",,"6","Vela Hallowen - Caravela Jocker","10.25",,,,,"0",,"0",,"3.75",,,,,,"0","1.70833333333333","0.570000305175781","0.666341463414634","0",,"0","0",,,,"0","0","0","0","0",,
,"0.471555555555556",,"0","0","GothicC-08",,"6","Vela Hallowen - Caravela Fúnebre","10.25",,,,,"0",,"0",,"3.75",,,,,,"0","1.70833333333333","0.570000305175781","0.666341463414634","0",,"0","0",,,,"0","0","0","0","0",,
,"0.469054726368159",,"0","0","GothicC-09",,"6","Vela Hallowen - Caravela Ivory","9.2000048828125",,,,,"0",,"0",,"3.35000244140625",,,,,,"0","1.53333333333333","0.510000305175781","0.667391304347826","0",,"0","0",,,,"0","0","0","0","0",,
,"0.469054726368159",,"0","0","GothicC-10",,"6","Vela Hallowen - Caravela verde","9.2000048828125",,,,,"0",,"0",,"3.35000244140625",,,,,,"0","1.53333333333333","0.510000305175781","0.667391304347826","0",,"0","0",,,,"0","0","0","0","0",,
,"0.492149758454106",,,"0","GothicC-11",,"6","Vela Hallowen - Caldero verde","14.5",,,,,"0",,"0",,"5.5200048828125",,,,,,"0","2.41666666666667","0.810000610351563","0.664827586206897","0",,"0","0",,,,"0","0","0","0","0",,
,"0.466031746031746",,"0","0","GothicC-12",,"6","Vela Hallowen - Caldero naranja","14.5",,,,,"0",,"0",,"5.25",,,,,,"0","2.41666666666667","0.810000610351563","0.664827586206897","0",,"0","0",,,,"0","0","0","0","0",,
,"0.470319634703196",,"0","0","GothicC-13",,"6","Vela Hallowen - Gorro de bruja","10",,,,,"0",,"0",,"3.65000244140625",,,,,,"0","1.66666666666667","0.560000305175781","0.664","0",,"0","0",,,,"0","0","0","0","0",,
,"0.470319634703196",,"0","0","GothicC-14A",,"6","Vela Hallowen - Esqueleto con gato","10",,,,,"0",,"0",,"3.65000244140625",,,,,,"0","1.66666666666667","0.560000305175781","0.664","0",,"0","0",,,,"0","0","0","0","0",,
,"0.470319634703196",,"0","0","GothicC-14B",,"6","Vela Hallowen - Frankenstein","10",,,,,"0",,"0",,"3.65000244140625",,,,,,"0","1.66666666666667","0.560000305175781","0.664","0",,"0","0",,,,"0","0","0","0","0",,
,"0.470319634703196",,"0","0","GothicC-14C",,"6","Vela Hallowen - Bruja","10",,,,,"0",,"0",,"3.65000244140625",,,,,,"0","1.66666666666667","0.560000305175781","0.664","0",,"0","0",,,,"0","0","0","0","0",,
,"0.471555555555556",,"0","0","GothicC-15",,"6","Vela Hallowen - Juego bruja y fantasma","10.25",,,,,"0",,"0",,"3.75",,,,,,"0","1.70833333333333","0.570000305175781","0.666341463414634","0",,"0","0",,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"ERROR","0",,,,,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,"ERROR","0",,,,,,,"0","0","0","0","0",,
,"Velas Luz de Noche",,"0","0","NLR",,,"Velas luz de Noche","Total No:","0",,,,,,,,,,,,,,"0",,,"ERROR","0",,,,,,,"0","0","0","0","0",,
,"ERROR",,"0","0","NLR-01",,"50","Velitas Nightlights (Paquete 50 und)","2.80000244140625",,,,,"0",,"0",,,,,,,,"0","0.056","0.037","0.339285714285714","0","0.01358","0","0",,,,"0","0","0","0","0",,
,"ERROR",,"0","0","NLR-01C",,"600","Caja expositora 12 paquetes Nightlights","31",,,,,"0",,"0",,,,,,,,"0","0.0516666666666667","0.037","0.283870967741935","0","0.01358","0","0",,,,"0","0","0","0","0",,
"0",,,"0","0",,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,"0",,,,"0","0","0","0","0",,
,"Velas Candelabro",,"0","0","DC",,,"Velas Candelabro","Total No:","0",,,,,,,,,,,,,,,,,,"0",,,,,,,"0","0","0","0","0",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-01",,"30","Velas Candelabro Rojo","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-02",,"30","Velas Candelabro Rosa","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-03",,"30","Velas Candelabro Burdeo","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-04",,"30","Velas Candelabro Celeste","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-05",,"30","Velas Candelabro Azul Marino","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-06",,"30","Velas Candelabro Verde Oscuro","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-07",,"30","Velas Candelabro Amarillo","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-08",,"30","Velas Candelabro Beige","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-09",,"30","Velas Candelabro Melocotón","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-10",,"30","Velas Candelabro Negra","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-11",,"30","Velas Candelabro Blanca","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-12",,"30","Velas Candelabro Púrpura","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-13",,"30","Velas Candelabro Naranja","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-14",,"30","Velas Candelabro Verde Lima","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-15",,"30","Velas Candelabro Amarillo Cítrico","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-16",,"30","Velas Candelabro Terracota","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0",,"DC-17",,"30","Velas Candelabro Gris","8.9500048828125",,,"R",,"0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-24",,"30","Velas Candelabro Jade","8.9500048828125",,,"R",,"0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-22",,"30","Velas Candelabro Café","8.9500048828125",,,"R",,"0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-25",,"30","Velas Candelabro Sahara","8.9500048828125",,,"R",,"0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-26",,"30","Velas Candelabro Turquesa","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0",,"DC-27",,"30","Velas Candelabro Fucsia","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
"6.1225048828125","0.307866666666667",,"0","AW","DC-28",,"30","Velas Candelabro Lavanda","8.9500048828125",,,"R","0","0",,"0",,"0.5",,,,,"AW","0","0.298333333333333","0.2258","0.243128491620112","0","0.0750000381469727","0","0",,,,"0","0","0","0","1",,
